connection_number,source_name,source_location,source_type,target_name,target_location,target_type,wire_color
1565,=V01+K1.B1-K50:53,,panel,=V01+K1.B1-W5(-P1):P1:1,,panel,BU
1565,=V01+K1.B1-W5(-P1):P1:1,,panel,=V01+K1.B1-K50:53,,panel,BU
1567,=V01+K1.B1-K51:14,,panel,=V01+K1.B1-K50:33,,panel,BU
1567,=V01+K1.B1-K50:33,,panel,=V01+K1.B1-K51:14,,panel,BU
1568,=A02+K1.B1-X22-X22.3F:16,,panel,=V01+K1.B1-K51:14,,panel,BU
1568,=V01+K1.B1-K51:14,,panel,=A02+K1.B1-X22-X22.3F:16,,panel,BU
1569,=V01+K1.D2-X17:1,,panel,=V01+K1.D2-X17:1,,panel,
157,=Q01+K1.B1-X9:5:3,,panel,=Q01+K1.B1-X9:4:2,,panel,BK
157,=Q01+K1.B1-X9:4:2,,panel,=Q01+K1.B1-X9:5:3,,panel,BK
1571,=V01+K1.H2-F3.1:2,,panel,=V01+K1.D2-X17:1,,panel,BK
1571,=V01+K1.D2-X17:1,,panel,=V01+K1.H2-F3.1:2,,panel,BK
1572,=V01+K1.H2-F3.1:1,,panel,=A01+K1.H2-W0:L1,,panel,direkt verbunden
1572,=A01+K1.H2-W0:L1,,panel,=V01+K1.H2-F3.1:1,,panel,direkt verbunden
1573,=V01+K1.D2-X17:2,,panel,=V01+K1.D2-X17:2,,panel,
1575,=A02+K1.H2-X5:13:2,,panel,=V01+K1.D2-X17:2,,panel,BU
1575,=V01+K1.D2-X17:2,,panel,=A02+K1.H2-X5:13:2,,panel,BU
1576,=V01+K1.D2-X17:3,,panel,=V01+K1.D2-X17:3,,panel,
1578,=A02+K1.H2-X6:19:2,,panel,=V01+K1.D2-X17:3,,panel,GNYE
1578,=V01+K1.D2-X17:3,,panel,=A02+K1.H2-X6:19:2,,panel,GNYE
158,=Q01+K1.B1-X9:6:5,,panel,=A02+K1.E1-S3:14,,panel,2
158,=A02+K1.E1-S3:14,,panel,=Q01+K1.B1-X9:6:5,,panel,2
1580,=V01+K1.D2-X17:4,,panel,=V01+K1.D2-X17:4,,panel,
1582,=V01+K1.H2-F3.2:2,,panel,=V01+K1.D2-X17:4,,panel,BK
1582,=V01+K1.D2-X17:4,,panel,=V01+K1.H2-F3.2:2,,panel,BK
1583,=V01+K1.H2-F3.2:1,,panel,=A01+K1.H2-W0:L2,,panel,direkt verbunden
1583,=A01+K1.H2-W0:L2,,panel,=V01+K1.H2-F3.2:1,,panel,direkt verbunden
1584,=V01+K1.D2-X17:5,,panel,=V01+K1.D2-X17:5,,panel,
1586,=V01+K1.D2-X17:5,,panel,=A02+K1.H2-X5:13:2,,panel,BU
1586,=A02+K1.H2-X5:13:2,,panel,=V01+K1.D2-X17:5,,panel,BU
1587,=V01+K1.D2-X17:6,,panel,=V01+K1.D2-X17:6,,panel,
1589,=V01+K1.D2-X17:6,,panel,=A02+K1.H2-X6:19:2,,panel,GNYE
1589,=A02+K1.H2-X6:19:2,,panel,=V01+K1.D2-X17:6,,panel,GNYE
159,=A02+K1.E1-S3:13,,panel,=Q01+K1.B1-X9:5:4,,panel,1
159,=Q01+K1.B1-X9:5:4,,panel,=A02+K1.E1-S3:13,,panel,1
1591,=V01+K1.D2-X18:1,,panel,=V01+K1.D2-X18:1,,panel,
1593,=V01+K1.H2-F3.3:2,,panel,=V01+K1.D2-X18:1,,panel,BK
1593,=V01+K1.D2-X18:1,,panel,=V01+K1.H2-F3.3:2,,panel,BK
1594,=V01+K1.H2-F3.3:1,,panel,=A01+K1.H2-W0:L3,,panel,direkt verbunden
1594,=A01+K1.H2-W0:L3,,panel,=V01+K1.H2-F3.3:1,,panel,direkt verbunden
1595,=V01+K1.D2-X18:2,,panel,=V01+K1.D2-X18:2,,panel,
1597,=V01+K1.D2-X18:2,,panel,=A02+K1.H2-X5:13:2,,panel,BU
1597,=A02+K1.H2-X5:13:2,,panel,=V01+K1.D2-X18:2,,panel,BU
1598,=V01+K1.D2-X18:3,,panel,=V01+K1.D2-X18:3,,panel,
16,=A01+K1.H2-X1:PE:3,,panel,PE,,,BK
16,PE,,,=A01+K1.H2-X1:PE:3,,panel,BK
160,=Q01+K1.B1-X9:7:3,,panel,=Q01+K1.B1-X9:6:2,,panel,BK
160,=Q01+K1.B1-X9:6:2,,panel,=Q01+K1.B1-X9:7:3,,panel,BK
1600,=V01+K1.D2-X18:3,,panel,=A02+K1.H2-X6:19:2,,panel,GNYE
1600,=A02+K1.H2-X6:19:2,,panel,=V01+K1.D2-X18:3,,panel,GNYE
161,=A02+K1.A1-M1:X1:L1,,panel,=Q01+K1.B1-X9:7:4,,panel,1
161,=Q01+K1.B1-X9:7:4,,panel,=A02+K1.A1-M1:X1:L1,,panel,1
1613,=V01+K1.B1-W6(-P1):X1:2,,panel,=A02+K1.B1-X22-X22.1F:5,,panel,BU
1613,=A02+K1.B1-X22-X22.1F:5,,panel,=V01+K1.B1-W6(-P1):X1:2,,panel,BU
1615,=A02+K1.B1-X22-X22.1F:6,,panel,=V01+K1.B1-A3:6,,PLC,BU
1615,=V01+K1.B1-A3:6,,PLC,=A02+K1.B1-X22-X22.1F:6,,panel,BU
1617,=V01+K1.B1-W6(-P2):X1:2,,panel,=A02+K1.B1-X22-X22.1F:7,,panel,BU
1617,=A02+K1.B1-X22-X22.1F:7,,panel,=V01+K1.B1-W6(-P2):X1:2,,panel,BU
1619,=V01+K1.B1-W6(-P1):X1:4,,panel,=A02+K1.B1-X22-X22.1F:8,,panel,BU
1619,=A02+K1.B1-X22-X22.1F:8,,panel,=V01+K1.B1-W6(-P1):X1:4,,panel,BU
162,=Q01+K1.B1-X9:8:5,,panel,=A02+K1.A1-M1:X1:N,,panel,2
162,=A02+K1.A1-M1:X1:N,,panel,=Q01+K1.B1-X9:8:5,,panel,2
1621,=A02+K1.B1-X22-X22.1F:9,,panel,=V01+K1.B1-A3:9,,PLC,BU
1621,=V01+K1.B1-A3:9,,PLC,=A02+K1.B1-X22-X22.1F:9,,panel,BU
1623,=A02+K1.B1-X22-X22.1F:10,,panel,=V01+K1.B1-W6(-P2):X1:4,,panel,BU
1623,=V01+K1.B1-W6(-P2):X1:4,,panel,=A02+K1.B1-X22-X22.1F:10,,panel,BU
1625,=A02+K1.B1-X22-X21.1F:20,,panel,=V01+K1.B1-W6(-P1):X1:4,,panel,BU
1625,=V01+K1.B1-W6(-P1):X1:4,,panel,=A02+K1.B1-X22-X21.1F:20,,panel,BU
1627,=A02+K1.B1-X22-X21.1F:21,,panel,=V01+K1.B1-A5:3,,PLC,BU
1627,=V01+K1.B1-A5:3,,PLC,=A02+K1.B1-X22-X21.1F:21,,panel,BU
1629,=A02+K1.B1-X22-X21.1F:22,,panel,=V01+K1.B1-W6(-P2):X1:4,,panel,BU
1629,=V01+K1.B1-W6(-P2):X1:4,,panel,=A02+K1.B1-X22-X21.1F:22,,panel,BU
163,=A02+K1.B1-X9:PE:1,,panel,=A02+K1.A1-M1:X1:PE,,panel,GNYE
163,=A02+K1.A1-M1:X1:PE,,panel,=A02+K1.B1-X9:PE:1,,panel,GNYE
1631,=V01+K1.D2-X16:1,,panel,=V01+K1.D2-X16:1,,panel,
1633,=V01+K1.H2-Q4:T1,,panel,=V01+K1.D2-X16:1,,panel,BK
1633,=V01+K1.D2-X16:1,,panel,=V01+K1.H2-Q4:T1,,panel,BK
1634,=V01+K1.H2-Q4:L1,,panel,=A02+K1.H2-W1:1L1,,panel,direkt verbunden
1634,=A02+K1.H2-W1:1L1,,panel,=V01+K1.H2-Q4:L1,,panel,direkt verbunden
1635,=V01+K1.D2-X16:2,,panel,=V01+K1.D2-X16:2,,panel,
1637,=V01+K1.H2-Q4:T2,,panel,=V01+K1.D2-X16:2,,panel,BK
1637,=V01+K1.D2-X16:2,,panel,=V01+K1.H2-Q4:T2,,panel,BK
1638,=V01+K1.H2-Q4:L2,,panel,=A02+K1.H2-W1:1L2,,panel,direkt verbunden
1638,=A02+K1.H2-W1:1L2,,panel,=V01+K1.H2-Q4:L2,,panel,direkt verbunden
1639,=V01+K1.D2-X16:3,,panel,=V01+K1.D2-X16:3,,panel,
164,=Q01+K1.B1-X9:8:2,,panel,=A02+K1.H2-X5:N:2,,panel,BU
164,=A02+K1.H2-X5:N:2,,panel,=Q01+K1.B1-X9:8:2,,panel,BU
1641,=V01+K1.H2-Q4:T3,,panel,=V01+K1.D2-X16:3,,panel,BK
1641,=V01+K1.D2-X16:3,,panel,=V01+K1.H2-Q4:T3,,panel,BK
1642,=V01+K1.H2-Q4:L3,,panel,=A02+K1.H2-W1:1L3,,panel,direkt verbunden
1642,=A02+K1.H2-W1:1L3,,panel,=V01+K1.H2-Q4:L3,,panel,direkt verbunden
1649,=A02+K1.B1-X22-X22.1F:15,,panel,=V01+K1.B1-K4:11,,panel,RD
1649,=V01+K1.B1-K4:11,,panel,=A02+K1.B1-X22-X22.1F:15,,panel,RD
165,=A02+K1.A1-M1:RS485+,,panel,=A02+K1-A1:1,,PLC,1
165,=A02+K1-A1:1,,PLC,=A02+K1.A1-M1:RS485+,,panel,1
1650,=A02+K1.B1-X22-X22.1F:16,,panel,=V01+K1.B1-K4:14,,panel,RD
1650,=V01+K1.B1-K4:14,,panel,=A02+K1.B1-X22-X22.1F:16,,panel,RD
1651,=V01+K1.B1-K4:A2,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
1651,=V01+K1.B1-W5(-P2):P2:2,,panel,=V01+K1.B1-K4:A2,,panel,BU
1652,=V01+K1.B1-K4:A1,,panel,=V01+K1.B1-A1:5,,PLC,BU
1652,=V01+K1.B1-A1:5,,PLC,=V01+K1.B1-K4:A1,,panel,BU
1655,=A02+K1.B1-X22-X22.1F:17,,panel,=V01+K1.B1-K5:11,,panel,RD
1655,=V01+K1.B1-K5:11,,panel,=A02+K1.B1-X22-X22.1F:17,,panel,RD
1656,=V01+K1.B1-K6:14,,panel,=V01+K1.B1-K5:14,,panel,RD
1656,=V01+K1.B1-K5:14,,panel,=V01+K1.B1-K6:14,,panel,RD
1657,=V01+K1.B1-K6:14,,panel,=V01+K1.B1-K7:A2,,panel,RD
1657,=V01+K1.B1-K7:A2,,panel,=V01+K1.B1-K6:14,,panel,RD
1658,=A02+K1.B1-X22-X22.1F:19,,panel,=V01+K1.B1-K7:A2,,panel,RD
1658,=V01+K1.B1-K7:A2,,panel,=A02+K1.B1-X22-X22.1F:19,,panel,RD
1659,=V01+K1.B1-K5:A2,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
1659,=V01+K1.B1-W5(-P2):P2:2,,panel,=V01+K1.B1-K5:A2,,panel,BU
166,=P01+K1.G1-D1:USB6,,panel,=A02+K1-A1:USB,,PLC,BU
166,=A02+K1-A1:USB,,PLC,=P01+K1.G1-D1:USB6,,panel,BU
1660,=V01+K1.B1-K5:A1,,panel,=V01+K1.B1-A2:1,,PLC,BU
1660,=V01+K1.B1-A2:1,,PLC,=V01+K1.B1-K5:A1,,panel,BU
1662,=A02+K1.B1-X22-X22.1F:18,,panel,=V01+K1.B1-K6:11,,panel,RD
1662,=V01+K1.B1-K6:11,,panel,=A02+K1.B1-X22-X22.1F:18,,panel,RD
1663,=V01+K1.B1-K6:A2,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
1663,=V01+K1.B1-W5(-P2):P2:2,,panel,=V01+K1.B1-K6:A2,,panel,BU
1664,=V01+K1.B1-K6:A1,,panel,=V01+K1.B1-A2:2,,PLC,BU
1664,=V01+K1.B1-A2:2,,PLC,=V01+K1.B1-K6:A1,,panel,BU
1666,=V01+K1.B1-K8:A1,,panel,=V01+K1.B1-K7:A1,,panel,RD
1666,=V01+K1.B1-K7:A1,,panel,=V01+K1.B1-K8:A1,,panel,RD
1667,=A02+K1.B1-X22-X22.1F:21,,panel,=V01+K1.B1-K8:A1,,panel,RD
1667,=V01+K1.B1-K8:A1,,panel,=A02+K1.B1-X22-X22.1F:21,,panel,RD
1668,=V01+K1.B1-K7:11,,panel,=V01+K1.B1-A3:10,,PLC,BU
1668,=V01+K1.B1-A3:10,,PLC,=V01+K1.B1-K7:11,,panel,BU
1669,=V01+K1.B1-K7:14,,panel,=V01+K1.B1-W5(-P1):P1,,panel,BU
1669,=V01+K1.B1-W5(-P1):P1,,panel,=V01+K1.B1-K7:14,,panel,BU
167,=A02+K1.A1-M1:RS485-,,panel,=A02+K1-A1:2,,PLC,2
167,=A02+K1-A1:2,,PLC,=A02+K1.A1-M1:RS485-,,panel,2
1671,=A02+K1.B1-X22-X22.1F:20,,panel,=V01+K1.B1-K8:A2,,panel,RD
1671,=V01+K1.B1-K8:A2,,panel,=A02+K1.B1-X22-X22.1F:20,,panel,RD
1673,=V01+K1.B1-K8:11,,panel,=V01+K1.B1-A3:11,,PLC,BU
1673,=V01+K1.B1-A3:11,,PLC,=V01+K1.B1-K8:11,,panel,BU
1674,=V01+K1.B1-K8:14,,panel,=V01+K1.B1-W5(-P1):P1,,panel,BU
1674,=V01+K1.B1-W5(-P1):P1,,panel,=V01+K1.B1-K8:14,,panel,BU
1677,=V01+K1.B1-W6(-P1):P1,,panel,=A02+K1.B1-X22-X22.2F:1,,panel,BU
1677,=A02+K1.B1-X22-X22.2F:1,,panel,=V01+K1.B1-W6(-P1):P1,,panel,BU
1679,=A02+K1.B1-X22-X22.2F:2,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1679,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.2F:2,,panel,BU
168,=A01+S1-W0:PE,,field,=A02+S1.I1-X1:1,,field,GNYE
168,=A02+S1.I1-X1:1,,field,=A01+S1-W0:PE,,field,GNYE
1681,=A02+K1.B1-X22-X22.2F:3,,panel,=V01+K1.B1-A6:1,,PLC,WH
1681,=V01+K1.B1-A6:1,,PLC,=A02+K1.B1-X22-X22.2F:3,,panel,WH
1683,=A02+K1.B1-X22-X22.2F:4,,panel,=V01+K1.B1-A6:2,,PLC,BN
1683,=V01+K1.B1-A6:2,,PLC,=A02+K1.B1-X22-X22.2F:4,,panel,BN
1686,=A02+K1.B1-X22-X22.2F:5,,panel,=V01+K1.B1-A3:12,,PLC,BU
1686,=V01+K1.B1-A3:12,,PLC,=A02+K1.B1-X22-X22.2F:5,,panel,BU
1688,=A02+K1.B1-X22-X22.2F:6,,panel,=V01+K1.B1-W6(-P1):P1,,panel,BU
1688,=V01+K1.B1-W6(-P1):P1,,panel,=A02+K1.B1-X22-X22.2F:6,,panel,BU
169,=A01+S1-W0:PE,,field,=A02+S1-X101:1,,field,GNYE
169,=A02+S1-X101:1,,field,=A01+S1-W0:PE,,field,GNYE
1691,=A02+K1.B1-X22-X22.2F:7,,panel,=V01+K1.B1-W6(-P1):P1,,panel,BU
1691,=V01+K1.B1-W6(-P1):P1,,panel,=A02+K1.B1-X22-X22.2F:7,,panel,BU
1693,=A02+K1.B1-X22-X22.2F:8,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1693,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.2F:8,,panel,BU
1695,=A02+K1.B1-X22-X22.2F:9,,panel,=V01+K1.B1-A6:5,,PLC,WH
1695,=V01+K1.B1-A6:5,,PLC,=A02+K1.B1-X22-X22.2F:9,,panel,WH
1697,=A02+K1.B1-X22-X22.2F:10,,panel,=V01+K1.B1-A6:6,,PLC,BN
1697,=V01+K1.B1-A6:6,,PLC,=A02+K1.B1-X22-X22.2F:10,,panel,BN
17,=A02+K1.H2-X6:PE:1,,panel,=A01+K1.H2-X1:PE:2,,panel,GNYE
17,=A01+K1.H2-X1:PE:2,,panel,=A02+K1.H2-X6:PE:1,,panel,GNYE
170,=A02+K1.B1-X100:1:1,,panel,=A02+K1.H2-X6:PE:2,,panel,GNYE
170,=A02+K1.H2-X6:PE:2,,panel,=A02+K1.B1-X100:1:1,,panel,GNYE
1701,=A02+K1.B1-X22-X22.2F:11,,panel,=V01+K1.B1-W6(-P1):P1,,panel,BU
1701,=V01+K1.B1-W6(-P1):P1,,panel,=A02+K1.B1-X22-X22.2F:11,,panel,BU
1703,=A02+K1.B1-X22-X22.2F:12,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1703,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.2F:12,,panel,BU
1705,=A02+K1.B1-X22-X22.2F:13,,panel,=V01+K1.B1-A6:3,,PLC,WH
1705,=V01+K1.B1-A6:3,,PLC,=A02+K1.B1-X22-X22.2F:13,,panel,WH
1707,=A02+K1.B1-X22-X22.2F:14,,panel,=V01+K1.B1-A6:4,,PLC,BN
1707,=V01+K1.B1-A6:4,,PLC,=A02+K1.B1-X22-X22.2F:14,,panel,BN
171,=A02+K1.B1-X100:2:1,,panel,=A02+K1.H2-X6:PE:2,,panel,GNYE
171,=A02+K1.H2-X6:PE:2,,panel,=A02+K1.B1-X100:2:1,,panel,GNYE
1711,=A02+K1.B1-X22-X22.2F:15,,panel,=V01+K1.B1-W6(-P1):P1,,panel,BU
1711,=V01+K1.B1-W6(-P1):P1,,panel,=A02+K1.B1-X22-X22.2F:15,,panel,BU
1713,=A02+K1.B1-X22-X22.2F:16,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1713,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.2F:16,,panel,BU
1715,=A02+K1.B1-X22-X22.2F:17,,panel,=V01+K1.B1-A6:7,,PLC,WH
1715,=V01+K1.B1-A6:7,,PLC,=A02+K1.B1-X22-X22.2F:17,,panel,WH
1717,=A02+K1.B1-X22-X22.2F:18,,panel,=V01+K1.B1-A6:8,,PLC,BN
1717,=V01+K1.B1-A6:8,,PLC,=A02+K1.B1-X22-X22.2F:18,,panel,BN
172,=A02+K1.B1-X100:3:1,,panel,=A02+K1.H2-X6:PE:2,,panel,GNYE
172,=A02+K1.H2-X6:PE:2,,panel,=A02+K1.B1-X100:3:1,,panel,GNYE
1721,=A02+K1.B1-X22-X22.2F:19,,panel,=V01+K1.B1-W6(-P1):P1,,panel,BU
1721,=V01+K1.B1-W6(-P1):P1,,panel,=A02+K1.B1-X22-X22.2F:19,,panel,BU
1723,=A02+K1.B1-X22-X22.2F:20,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1723,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.2F:20,,panel,BU
1725,=A02+K1.B1-X22-X22.2F:21,,panel,=V01+K1.B1-A7:1,,PLC,WH
1725,=V01+K1.B1-A7:1,,PLC,=A02+K1.B1-X22-X22.2F:21,,panel,WH
1727,=A02+K1.B1-X22-X22.2F:22,,panel,=V01+K1.B1-A7:2,,PLC,BN
1727,=V01+K1.B1-A7:2,,PLC,=A02+K1.B1-X22-X22.2F:22,,panel,BN
173,=A01+K1.I1-X1:1,,panel,=A02+K1.H2-X6:PE:2,,panel,GNYE
173,=A02+K1.H2-X6:PE:2,,panel,=A01+K1.I1-X1:1,,panel,GNYE
1730,=A02+K1.B1-X22-X22.2F:23,,panel,=A02+K1.B1-K21:34,,panel,BU
1730,=A02+K1.B1-K21:34,,panel,=A02+K1.B1-X22-X22.2F:23,,panel,BU
1731,=A02+K1.B1-X22-X22.3F:3,,panel,=A02+K1.B1-K21:34,,panel,BU
1731,=A02+K1.B1-K21:34,,panel,=A02+K1.B1-X22-X22.3F:3,,panel,BU
1735,=A02+K1.B1-X22-X22.3F:1,,panel,=V01+K1.B1-W6(-P1):P1,,panel,BU
1735,=V01+K1.B1-W6(-P1):P1,,panel,=A02+K1.B1-X22-X22.3F:1,,panel,BU
1737,=A02+K1.B1-X22-X22.3F:2,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1737,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.3F:2,,panel,BU
174,=A01+K1.I1-X1:4,,panel,=A02+K1-W30:SE,,field,BU
174,=A02+K1-W30:SE,,field,=A01+K1.I1-X1:4,,panel,BU
1743,=A02+K1.B1-X22-X22.3F:5,,panel,=V01+K1.B1-A7:5,,PLC,WH
1743,=V01+K1.B1-A7:5,,PLC,=A02+K1.B1-X22-X22.3F:5,,panel,WH
1745,=A02+K1.B1-X22-X22.3F:6,,panel,=V01+K1.B1-A7:6,,PLC,BN
1745,=V01+K1.B1-A7:6,,PLC,=A02+K1.B1-X22-X22.3F:6,,panel,BN
1748,=V01+K1.B1-K35:11,,panel,=V01+K1.B1-W6(-P2):X1:5,,panel,BU
1748,=V01+K1.B1-W6(-P2):X1:5,,panel,=V01+K1.B1-K35:11,,panel,BU
1749,=V01+K1.B1-K35:14,,panel,=A02+K1.B1-X22-X22.3F:7,,panel,BU
1749,=A02+K1.B1-X22-X22.3F:7,,panel,=V01+K1.B1-K35:14,,panel,BU
175,=A02+K1.H1-W21:SE,,panel,=A02+K1.H2-W20:SE,,panel,BU
175,=A02+K1.H2-W20:SE,,panel,=A02+K1.H1-W21:SE,,panel,BU
1751,=V01+K1.B1-K36:11,,panel,=V01+K1.B1-W6(-P2):X1:6,,panel,BU
1751,=V01+K1.B1-W6(-P2):X1:6,,panel,=V01+K1.B1-K36:11,,panel,BU
1752,=V01+K1.B1-K36:14,,panel,=A02+K1.B1-X22-X22.3F:8,,panel,BU
1752,=A02+K1.B1-X22-X22.3F:8,,panel,=V01+K1.B1-K36:14,,panel,BU
1754,=V01+K1.B1-W6(-P2):X1:7,,panel,=V01+K1.B1-K37:11,,panel,BU
1754,=V01+K1.B1-K37:11,,panel,=V01+K1.B1-W6(-P2):X1:7,,panel,BU
1755,=V01+K1.B1-K37:14,,panel,=A02+K1.B1-X22-X22.3F:9,,panel,BU
1755,=A02+K1.B1-X22-X22.3F:9,,panel,=V01+K1.B1-K37:14,,panel,BU
1757,=V01+K1.B1-W6(-P2):X1:8,,panel,=A02+K1.B1-X22-X22.3F:10,,panel,BU
1757,=A02+K1.B1-X22-X22.3F:10,,panel,=V01+K1.B1-W6(-P2):X1:8,,panel,BU
1759,=V01+K1.B1-W6(-P1):X1:6,,panel,=V01+K1.B1-K38:A1,,panel,BU
1759,=V01+K1.B1-K38:A1,,panel,=V01+K1.B1-W6(-P1):X1:6,,panel,BU
176,=A02+K1.B1-W22:SE,,panel,=A02+K1.H1-W21:SE,,panel,BU
176,=A02+K1.H1-W21:SE,,panel,=A02+K1.B1-W22:SE,,panel,BU
1760,=V01+K1.B1-K38:A2,,panel,=A02+K1.B1-X22-X22.3F:11,,panel,BU
1760,=A02+K1.B1-X22-X22.3F:11,,panel,=V01+K1.B1-K38:A2,,panel,BU
1762,=V01+K1.B1-W6(-P1):X1:7,,panel,=V01+K1.B1-K39:A1,,panel,BU
1762,=V01+K1.B1-K39:A1,,panel,=V01+K1.B1-W6(-P1):X1:7,,panel,BU
1763,=V01+K1.B1-K39:A2,,panel,=A02+K1.B1-X22-X22.3F:12,,panel,BU
1763,=A02+K1.B1-X22-X22.3F:12,,panel,=V01+K1.B1-K39:A2,,panel,BU
1765,=V01+K1.B1-W6(-P1):X1:8,,panel,=A02+K1.B1-X22-X22.3F:13,,panel,BU
1765,=A02+K1.B1-X22-X22.3F:13,,panel,=V01+K1.B1-W6(-P1):X1:8,,panel,BU
1768,=V01+K1.B1-W5(-P2):X1:7,,panel,=V01+K1.B1-K35:A2,,panel,BU
1768,=V01+K1.B1-K35:A2,,panel,=V01+K1.B1-W5(-P2):X1:7,,panel,BU
1769,=V01+K1.B1-K35:A1,,panel,=V01+K1.B1-A1:6,,PLC,BU
1769,=V01+K1.B1-A1:6,,PLC,=V01+K1.B1-K35:A1,,panel,BU
177,=A02+K1.H1-W12:SE,,panel,=A02+K1.H1-W21:SE,,panel,BU
177,=A02+K1.H1-W21:SE,,panel,=A02+K1.H1-W12:SE,,panel,BU
1770,=V01+K1.B1-K38:11,,panel,=V01+K1.B1-A3:15,,PLC,BU
1770,=V01+K1.B1-A3:15,,PLC,=V01+K1.B1-K38:11,,panel,BU
1771,=V01+K1.B1-K38:14,,panel,=V01+K1.B1-W5(-P1):X1:3,,panel,BU
1771,=V01+K1.B1-W5(-P1):X1:3,,panel,=V01+K1.B1-K38:14,,panel,BU
1772,=V01+K1.B1-K36:A2,,panel,=V01+K1.B1-W5(-P2):X1:8,,panel,BU
1772,=V01+K1.B1-W5(-P2):X1:8,,panel,=V01+K1.B1-K36:A2,,panel,BU
1773,=V01+K1.B1-K36:A1,,panel,=V01+K1.B1-A1:7,,PLC,BU
1773,=V01+K1.B1-A1:7,,PLC,=V01+K1.B1-K36:A1,,panel,BU
1774,=V01+K1.B1-A3:16,,PLC,=V01+K1.B1-K39:11,,panel,BU
1774,=V01+K1.B1-K39:11,,panel,=V01+K1.B1-A3:16,,PLC,BU
1775,=V01+K1.B1-K39:14,,panel,=V01+K1.B1-W5(-P1):X1:4,,panel,BU
1775,=V01+K1.B1-W5(-P1):X1:4,,panel,=V01+K1.B1-K39:14,,panel,BU
1776,=V01+K1.B1-W5(-P2):X2:1,,panel,=V01+K1.B1-K37:A2,,panel,BU
1776,=V01+K1.B1-K37:A2,,panel,=V01+K1.B1-W5(-P2):X2:1,,panel,BU
1777,=V01+K1.B1-K37:A1,,panel,=V01+K1.B1-A1:8,,PLC,BU
1777,=V01+K1.B1-A1:8,,PLC,=V01+K1.B1-K37:A1,,panel,BU
1778,=A02+K1.B1-X22-X22.6F:23,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1778,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.6F:23,,panel,BU
178,=A02+K1.B1-W10:SE,,panel,=A02+K1.B1-W22:SE,,panel,BU
178,=A02+K1.B1-W22:SE,,panel,=A02+K1.B1-W10:SE,,panel,BU
1781,=A02+K1.B1-X22-X22.6F:22,,panel,=V01+K1.B1-A2:3,,PLC,BU
1781,=V01+K1.B1-A2:3,,PLC,=A02+K1.B1-X22-X22.6F:22,,panel,BU
1783,=A02+K1.B1-X22-X22.4F:2,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1783,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.4F:2,,panel,BU
1786,=A02+K1.B1-X22-X22.4F:1,,panel,=V01+K1.B1-A2:4,,PLC,BU
1786,=V01+K1.B1-A2:4,,PLC,=A02+K1.B1-X22-X22.4F:1,,panel,BU
1788,=A02+K1.B1-X22-X22.4F:5,,panel,=V01+K1.B1-A4:1,,PLC,BU
1788,=V01+K1.B1-A4:1,,PLC,=A02+K1.B1-X22-X22.4F:5,,panel,BU
179,=A02+K1.B1-W9:SE,,panel,=A02+K1.B1-W22:SE,,panel,BU
179,=A02+K1.B1-W22:SE,,panel,=A02+K1.B1-W9:SE,,panel,BU
1791,=A02+K1.B1-X22-X22.4F:4,,panel,=V01+K1.B1-W6(-P1):P1,,panel,BU
1791,=V01+K1.B1-W6(-P1):P1,,panel,=A02+K1.B1-X22-X22.4F:4,,panel,BU
1792,=A02+K1.B1-X22-X22.4F:7,,panel,=V01+K1.B1-A4:2,,PLC,BU
1792,=V01+K1.B1-A4:2,,PLC,=A02+K1.B1-X22-X22.4F:7,,panel,BU
1795,=A02+K1.B1-X22-X22.4F:6,,panel,=V01+K1.B1-W6(-P1):P1,,panel,BU
1795,=V01+K1.B1-W6(-P1):P1,,panel,=A02+K1.B1-X22-X22.4F:6,,panel,BU
1796,=A02+K1.B1-X22-X22.4F:9,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1796,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.4F:9,,panel,BU
1799,=A02+K1.B1-X22-X22.4F:8,,panel,=V01+K1.B1-A2:5,,PLC,BU
