connection_number,source_name,source_location,source_type,target_name,target_location,target_type,wire_color
1799,=V01+K1.B1-A2:5,,PLC,=A02+K1.B1-X22-X22.4F:8,,panel,BU
18,=A01+K1.H2-G1:SEC:31,,panel,=A01+K1.H2-Q1:3.14,,panel,OG
18,=A01+K1.H2-Q1:3.14,,panel,=A01+K1.H2-G1:SEC:31,,panel,OG
180,=A02+K1.B1-W11:SE,,panel,=A02+K1.B1-W22:SE,,panel,BU
180,=A02+K1.B1-W22:SE,,panel,=A02+K1.B1-W11:SE,,panel,BU
1801,=A02+K1.B1-X22-X22.4F:12,,panel,=V01+K1.B1-A4:3,,PLC,BU
1801,=V01+K1.B1-A4:3,,PLC,=A02+K1.B1-X22-X22.4F:12,,panel,BU
1804,=A02+K1.B1-X22-X22.4F:11,,panel,=V01+K1.B1-W6(-P1):P1,,panel,BU
1804,=V01+K1.B1-W6(-P1):P1,,panel,=A02+K1.B1-X22-X22.4F:11,,panel,BU
1805,=A02+K1.B1-X22-X22.4F:14,,panel,=V01+K1.B1-A4:4,,PLC,BU
1805,=V01+K1.B1-A4:4,,PLC,=A02+K1.B1-X22-X22.4F:14,,panel,BU
1808,=A02+K1.B1-X22-X22.4F:13,,panel,=V01+K1.B1-W6(-P1):P1,,panel,BU
1808,=V01+K1.B1-W6(-P1):P1,,panel,=A02+K1.B1-X22-X22.4F:13,,panel,BU
1809,=A02+K1.B1-X22-X22.4F:16,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1809,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.4F:16,,panel,BU
181,=A02+S1-A21-X1:23,,PLC,=A02+K1.B1-X20-X20.1M:13,,panel,WHRD
181,=A02+K1.B1-X20-X20.1M:13,,panel,=A02+S1-A21-X1:23,,PLC,WHRD
1812,=A02+K1.B1-X22-X22.4F:15,,panel,=V01+K1.B1-A2:6,,PLC,BU
1812,=V01+K1.B1-A2:6,,PLC,=A02+K1.B1-X22-X22.4F:15,,panel,BU
1814,=A02+K1.B1-X22-X22.4F:19,,panel,=V01+K1.B1-A4:5,,PLC,BU
1814,=V01+K1.B1-A4:5,,PLC,=A02+K1.B1-X22-X22.4F:19,,panel,BU
1817,=A02+K1.B1-X22-X22.4F:18,,panel,=V01+K1.B1-W6(-P1):P1,,panel,BU
1817,=V01+K1.B1-W6(-P1):P1,,panel,=A02+K1.B1-X22-X22.4F:18,,panel,BU
1818,=A02+K1.B1-X22-X22.4F:21,,panel,=V01+K1.B1-A4:6,,PLC,BU
1818,=V01+K1.B1-A4:6,,PLC,=A02+K1.B1-X22-X22.4F:21,,panel,BU
182,=A02+K1.B1-X20-X20.1F:13,,panel,=V01+K1.B1-W5(-P2):P2,,panel,BU
182,=V01+K1.B1-W5(-P2):P2,,panel,=A02+K1.B1-X20-X20.1F:13,,panel,BU
1821,=A02+K1.B1-X22-X22.4F:20,,panel,=V01+K1.B1-W6(-P1):P1,,panel,BU
1821,=V01+K1.B1-W6(-P1):P1,,panel,=A02+K1.B1-X22-X22.4F:20,,panel,BU
1822,=A02+K1.B1-X22-X22.4F:23,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1822,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.4F:23,,panel,BU
1825,=A02+K1.B1-X22-X22.4F:22,,panel,=V01+K1.B1-A1:10,,PLC,BU
1825,=V01+K1.B1-A1:10,,PLC,=A02+K1.B1-X22-X22.4F:22,,panel,BU
1827,=A02+K1.B1-X22-X22.5F:2,,panel,=V01+K1.B1-A4:7,,PLC,BU
1827,=V01+K1.B1-A4:7,,PLC,=A02+K1.B1-X22-X22.5F:2,,panel,BU
183,=A02+S1-A21-X1:24,,PLC,=A02+K1.B1-X20-X20.1M:14,,panel,BNRD
183,=A02+K1.B1-X20-X20.1M:14,,panel,=A02+S1-A21-X1:24,,PLC,BNRD
1830,=A02+K1.B1-X22-X22.5F:1,,panel,=V01+K1.B1-W6(-P1):X3:2,,panel,BU
1830,=V01+K1.B1-W6(-P1):X3:2,,panel,=A02+K1.B1-X22-X22.5F:1,,panel,BU
1831,=A02+K1.B1-X22-X22.5F:4,,panel,=V01+K1.B1-A4:8,,PLC,BU
1831,=V01+K1.B1-A4:8,,PLC,=A02+K1.B1-X22-X22.5F:4,,panel,BU
1834,=V01+K1.B1-W6(-P1):X3:3,,panel,=A02+K1.B1-X22-X22.5F:3,,panel,BU
1834,=A02+K1.B1-X22-X22.5F:3,,panel,=V01+K1.B1-W6(-P1):X3:3,,panel,BU
1835,=A02+K1.B1-X22-X22.5F:6,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1835,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.5F:6,,panel,BU
1838,=A02+K1.B1-X22-X22.5F:5,,panel,=V01+K1.B1-A1:11,,PLC,BU
1838,=V01+K1.B1-A1:11,,PLC,=A02+K1.B1-X22-X22.5F:5,,panel,BU
184,=A02+K1.B1-X20-X20.1F:14,,panel,=V01+K1.B1-W5(-P2):P2,,panel,BU
184,=V01+K1.B1-W5(-P2):P2,,panel,=A02+K1.B1-X20-X20.1F:14,,panel,BU
1840,=A02+K1.B1-X22-X22.5F:9,,panel,=V01+K1.B1-A4:9,,PLC,BU
1840,=V01+K1.B1-A4:9,,PLC,=A02+K1.B1-X22-X22.5F:9,,panel,BU
1843,=A02+K1.B1-X22-X22.5F:8,,panel,=V01+K1.B1-W6(-P1):X3:2,,panel,BU
1843,=V01+K1.B1-W6(-P1):X3:2,,panel,=A02+K1.B1-X22-X22.5F:8,,panel,BU
1844,=A02+K1.B1-X22-X22.5F:11,,panel,=V01+K1.B1-A4:10,,PLC,BU
1844,=V01+K1.B1-A4:10,,PLC,=A02+K1.B1-X22-X22.5F:11,,panel,BU
1847,=A02+K1.B1-X22-X22.5F:10,,panel,=V01+K1.B1-W6(-P1):X3:3,,panel,BU
1847,=V01+K1.B1-W6(-P1):X3:3,,panel,=A02+K1.B1-X22-X22.5F:10,,panel,BU
1848,=A02+K1.B1-X22-X22.5F:13,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1848,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.5F:13,,panel,BU
185,=A02+S1-A21-X1:25,,PLC,=A02+K1.B1-X20-X20.1M:15,,panel,WHBK
185,=A02+K1.B1-X20-X20.1M:15,,panel,=A02+S1-A21-X1:25,,PLC,WHBK
1851,=A02+K1.B1-X22-X22.5F:12,,panel,=V01+K1.B1-A1:12,,PLC,BU
1851,=V01+K1.B1-A1:12,,PLC,=A02+K1.B1-X22-X22.5F:12,,panel,BU
1853,=A02+K1.B1-X22-X22.5F:16,,panel,=V01+K1.B1-A4:11,,PLC,BU
1853,=V01+K1.B1-A4:11,,PLC,=A02+K1.B1-X22-X22.5F:16,,panel,BU
1856,=A02+K1.B1-X22-X22.5F:15,,panel,=V01+K1.B1-W6(-P1):X3:2,,panel,BU
1856,=V01+K1.B1-W6(-P1):X3:2,,panel,=A02+K1.B1-X22-X22.5F:15,,panel,BU
1857,=A02+K1.B1-X22-X22.5F:18,,panel,=V01+K1.B1-A4:12,,PLC,BU
1857,=V01+K1.B1-A4:12,,PLC,=A02+K1.B1-X22-X22.5F:18,,panel,BU
186,=A02+K1.B1-X20-X20.1F:15,,panel,=V01+K1.B1-W5(-P2):P2,,panel,BU
186,=V01+K1.B1-W5(-P2):P2,,panel,=A02+K1.B1-X20-X20.1F:15,,panel,BU
1860,=A02+K1.B1-X22-X22.5F:17,,panel,=V01+K1.B1-W6(-P1):X3:3,,panel,BU
1860,=V01+K1.B1-W6(-P1):X3:3,,panel,=A02+K1.B1-X22-X22.5F:17,,panel,BU
1861,=A02+K1.B1-X22-X22.5F:20,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1861,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.5F:20,,panel,BU
1864,=A02+K1.B1-X22-X22.5F:19,,panel,=V01+K1.B1-A2:7,,PLC,BU
1864,=V01+K1.B1-A2:7,,PLC,=A02+K1.B1-X22-X22.5F:19,,panel,BU
1866,=A02+K1.B1-X22-X22.5F:23,,panel,=V01+K1.B1-A4:13,,PLC,BU
1866,=V01+K1.B1-A4:13,,PLC,=A02+K1.B1-X22-X22.5F:23,,panel,BU
1869,=A02+K1.B1-X22-X22.5F:22,,panel,=V01+K1.B1-W6(-P1):X3:2,,panel,BU
1869,=V01+K1.B1-W6(-P1):X3:2,,panel,=A02+K1.B1-X22-X22.5F:22,,panel,BU
187,=A02+S1-A23-X1:23,,PLC,=A02+K1.B1-X20-X20.2M:4,,panel,WHRD
187,=A02+K1.B1-X20-X20.2M:4,,panel,=A02+S1-A23-X1:23,,PLC,WHRD
1870,=A02+K1.B1-X22-X22.6F:1,,panel,=V01+K1.B1-A4:14,,PLC,BU
1870,=V01+K1.B1-A4:14,,PLC,=A02+K1.B1-X22-X22.6F:1,,panel,BU
1873,=A02+K1.B1-X22-X22.5F:24,,panel,=V01+K1.B1-W6(-P1):X3:3,,panel,BU
1873,=V01+K1.B1-W6(-P1):X3:3,,panel,=A02+K1.B1-X22-X22.5F:24,,panel,BU
1874,=A02+K1.B1-X22-X22.6F:3,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1874,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.6F:3,,panel,BU
1877,=A02+K1.B1-X22-X22.6F:2,,panel,=V01+K1.B1-A2:8,,PLC,BU
1877,=V01+K1.B1-A2:8,,PLC,=A02+K1.B1-X22-X22.6F:2,,panel,BU
1879,=V01+K1.B1-A4:15,,PLC,=A02+K1.B1-X22-X22.6F:6,,panel,BU
1879,=A02+K1.B1-X22-X22.6F:6,,panel,=V01+K1.B1-A4:15,,PLC,BU
188,=A02+K1.B1-X20-X20.2F:4,,panel,=V01+K1.B1-W5(-P2):P2,,panel,BU
188,=V01+K1.B1-W5(-P2):P2,,panel,=A02+K1.B1-X20-X20.2F:4,,panel,BU
1882,=A02+K1.B1-X22-X22.6F:5,,panel,=V01+K1.B1-W6(-P1):X3:2,,panel,BU
1882,=V01+K1.B1-W6(-P1):X3:2,,panel,=A02+K1.B1-X22-X22.6F:5,,panel,BU
1883,=V01+K1.B1-A4:16,,PLC,=A02+K1.B1-X22-X22.6F:8,,panel,BU
1883,=A02+K1.B1-X22-X22.6F:8,,panel,=V01+K1.B1-A4:16,,PLC,BU
1886,=A02+K1.B1-X22-X22.6F:7,,panel,=V01+K1.B1-W6(-P1):X3:3,,panel,BU
1886,=V01+K1.B1-W6(-P1):X3:3,,panel,=A02+K1.B1-X22-X22.6F:7,,panel,BU
1887,=A02+K1.B1-X22-X22.6F:10,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1887,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.6F:10,,panel,BU
189,=A02+S1-A23-X1:24,,PLC,=A02+K1.B1-X20-X20.2M:5,,panel,BNRD
189,=A02+K1.B1-X20-X20.2M:5,,panel,=A02+S1-A23-X1:24,,PLC,BNRD
1890,=A02+K1.B1-X22-X22.6F:9,,panel,=A02+K1.B1-K22:24,,panel,BU
1890,=A02+K1.B1-K22:24,,panel,=A02+K1.B1-X22-X22.6F:9,,panel,BU
1891,=A02+K1.B1-K22:23,,panel,=V01+K1.B1-A2:9,,PLC,BU
1891,=V01+K1.B1-A2:9,,PLC,=A02+K1.B1-K22:23,,panel,BU
1893,=A02+K1.B1-X22-X22.6F:13,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1893,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.6F:13,,panel,BU
1896,=A02+K1.B1-X22-X22.6F:12,,panel,=A02+K1.B1-K22:64,,panel,BU
1896,=A02+K1.B1-K22:64,,panel,=A02+K1.B1-X22-X22.6F:12,,panel,BU
1897,=A02+K1.B1-K22:63,,panel,=V01+K1.B1-A2:10,,PLC,BU
1897,=V01+K1.B1-A2:10,,PLC,=A02+K1.B1-K22:63,,panel,BU
1899,=A02+K1.B1-X22-X22.6F:16,,panel,=V01+K1.B1-W6(-P2):P2,,panel,BU
1899,=V01+K1.B1-W6(-P2):P2,,panel,=A02+K1.B1-X22-X22.6F:16,,panel,BU
19,=A01+K1.H2-Q1:D1,,panel,=A01+K1.H2-Q1:3.13,,panel,OG
19,=A01+K1.H2-Q1:3.13,,panel,=A01+K1.H2-Q1:D1,,panel,OG
190,=A02+K1.B1-X20-X20.2F:5,,panel,=V01+K1.B1-W5(-P2):P2,,panel,BU
190,=V01+K1.B1-W5(-P2):P2,,panel,=A02+K1.B1-X20-X20.2F:5,,panel,BU
1902,=A02+K1.B1-X22-X22.6F:15,,panel,=V01+K1.B1-A1:13,,PLC,BU
1902,=V01+K1.B1-A1:13,,PLC,=A02+K1.B1-X22-X22.6F:15,,panel,BU
1904,=A02+K1.B1-X22-X22.6F:19,,panel,=V01+K1.B1-A5:1,,PLC,BU
1904,=V01+K1.B1-A5:1,,PLC,=A02+K1.B1-X22-X22.6F:19,,panel,BU
1907,=A02+K1.B1-X22-X22.6F:18,,panel,=V01+K1.B1-W6(-P1):X3:2,,panel,BU
1907,=V01+K1.B1-W6(-P1):X3:2,,panel,=A02+K1.B1-X22-X22.6F:18,,panel,BU
1908,=A02+K1.B1-X22-X22.6F:21,,panel,=V01+K1.B1-A5:2,,PLC,BU
1908,=V01+K1.B1-A5:2,,PLC,=A02+K1.B1-X22-X22.6F:21,,panel,BU
191,=A02+S1-A23-X1:25,,PLC,=A02+K1.B1-X20-X20.2M:6,,panel,WHBK
191,=A02+K1.B1-X20-X20.2M:6,,panel,=A02+S1-A23-X1:25,,PLC,WHBK
1911,=A02+K1.B1-X22-X22.6F:20,,panel,=V01+K1.B1-W6(-P1):X3:3,,panel,BU
1911,=V01+K1.B1-W6(-P1):X3:3,,panel,=A02+K1.B1-X22-X22.6F:20,,panel,BU
1912,=V01+K1.B1-W5(-P1):X1:9,,panel,=V01+K1.B1-V1:2.1,,panel,BU
1912,=V01+K1.B1-V1:2.1,,panel,=V01+K1.B1-W5(-P1):X1:9,,panel,BU
1913,=A02+K1.B1-W6(-P2):X2:3,,panel,=V01+K1.B1-W5(-P2):X1:9,,panel,BU
1913,=V01+K1.B1-W5(-P2):X1:9,,panel,=A02+K1.B1-W6(-P2):X2:3,,panel,BU
1914,=V01+K1.B1-W6(-P1):X1:9,,panel,=V01+K1.B1-V2:2.1,,panel,BU
1914,=V01+K1.B1-V2:2.1,,panel,=V01+K1.B1-W6(-P1):X1:9,,panel,BU
1915,=V01+K1.B1-W6(-P2):X1:9,,panel,=A02+K1.B1-W6(-P2):X2:4,,panel,BU
1915,=A02+K1.B1-W6(-P2):X2:4,,panel,=V01+K1.B1-W6(-P2):X1:9,,panel,BU
1916,=A02+K1.B1-K21:44,,panel,=V01+K1.B1-W5(-P1):X1:8,,panel,BU
1916,=V01+K1.B1-W5(-P1):X1:8,,panel,=A02+K1.B1-K21:44,,panel,BU
1917,=A02+K1.B1-K21:43,,panel,=V01+K1.B1-A1.1:2,,PLC,BU
1917,=V01+K1.B1-A1.1:2,,PLC,=A02+K1.B1-K21:43,,panel,BU
1918,=V01+K1.B1-A1.1:7,,PLC,=V01+K1.B1-W5(-P2):X2:4,,panel,BU
1918,=V01+K1.B1-W5(-P2):X2:4,,panel,=V01+K1.B1-A1.1:7,,PLC,BU
1919,=V01+K1.B1-W5(-P1):X2:1,,panel,=V01+K1.B1-A2.1:2,,PLC,BU
1919,=V01+K1.B1-A2.1:2,,PLC,=V01+K1.B1-W5(-P1):X2:1,,panel,BU
192,=A02+K1.B1-X20-X20.2F:6,,panel,=V01+K1.B1-W5(-P2):P2,,panel,BU
192,=V01+K1.B1-W5(-P2):P2,,panel,=A02+K1.B1-X20-X20.2F:6,,panel,BU
1920,=V01+K1.B1-W5(-P2):X2:5,,panel,=V01+K1.B1-A2.1:7,,PLC,BU
1920,=V01+K1.B1-A2.1:7,,PLC,=V01+K1.B1-W5(-P2):X2:5,,panel,BU
1921,=V01+K1.B1-W5(-P1):X2:2,,panel,=V01+K1.B1-A5.1:2,,PLC,BU
1921,=V01+K1.B1-A5.1:2,,PLC,=V01+K1.B1-W5(-P1):X2:2,,panel,BU
1922,=V01+K1.B1-A5.1:7,,PLC,=V01+K1.B1-W5(-P2):X3:6,,panel,BU
1922,=V01+K1.B1-W5(-P2):X3:6,,panel,=V01+K1.B1-A5.1:7,,PLC,BU
193,=A02+S1-A21-X1:9,,PLC,=A02+K1.B1-X20-X20.1M:9,,panel,BK
193,=A02+K1.B1-X20-X20.1M:9,,panel,=A02+S1-A21-X1:9,,PLC,BK
194,=A02+K1.B1-X20-X20.1F:9,,panel,=S02+K1.B1-A1:4,,PLC,BU
194,=S02+K1.B1-A1:4,,PLC,=A02+K1.B1-X20-X20.1F:9,,panel,BU
195,=A02+S1-A21-X1:10,,PLC,=A02+K1.B1-X20-X20.1M:10,,panel,VT
195,=A02+K1.B1-X20-X20.1M:10,,panel,=A02+S1-A21-X1:10,,PLC,VT
196,=A02+K1.B1-X20-X20.1F:10,,panel,=V01+K1.B1-A1:5,,PLC,BU
196,=V01+K1.B1-A1:5,,PLC,=A02+K1.B1-X20-X20.1F:10,,panel,BU
197,=Q15+K1.B1-A3:4,,PLC,=A02+K1.B1-X20-X20.2F:8,,panel,BU
197,=A02+K1.B1-X20-X20.2F:8,,panel,=Q15+K1.B1-A3:4,,PLC,BU
198,=A02+K1.B1-X20-X20.2M:8,,panel,=A02+S1-S2,,,BU
198,=A02+S1-S2,,,=A02+K1.B1-X20-X20.2M:8,,panel,BU
199,=A02+K1.B1-X20-X20.2M:7,,panel,=A02+S1-S2,,,BN
199,=A02+S1-S2,,,=A02+K1.B1-X20-X20.2M:7,,panel,BN
2,=V01+K1.H2-Q1:T1,,panel,=A01+K1.H2-W0:L1,,panel,BK
2,=A01+K1.H2-W0:L1,,panel,=V01+K1.H2-Q1:T1,,panel,BK
20,=A01+K1.H2-X1:PE:1,,panel,=A01+K1.H2-G1:SEC:31,,panel,GNYE
20,=A01+K1.H2-G1:SEC:31,,panel,=A01+K1.H2-X1:PE:1,,panel,GNYE
200,=A02+K1.B1-X20-X20.2F:7,,panel,=V01+K1.B1-W5(-P1):X1:3,,panel,BU
200,=V01+K1.B1-W5(-P1):X1:3,,panel,=A02+K1.B1-X20-X20.2F:7,,panel,BU
201,=Q01+K1.B1-A3:5,,PLC,=A02+K1.B1-X20-X20.2F:10,,panel,BU
201,=A02+K1.B1-X20-X20.2F:10,,panel,=Q01+K1.B1-A3:5,,PLC,BU
204,=A02+K1.B1-X20-X20.2F:9,,panel,=V01+K1.B1-W5(-P1):X1:3,,panel,BU
204,=V01+K1.B1-W5(-P1):X1:3,,panel,=A02+K1.B1-X20-X20.2F:9,,panel,BU
205,=A02+S1-A21-X1:11,,PLC,=A02+K1.B1-X20-X20.1M:11,,panel,GYPK
205,=A02+K1.B1-X20-X20.1M:11,,panel,=A02+S1-A21-X1:11,,PLC,GYPK
206,=A02+K1.B1-X20-X20.1F:11,,panel,=V01+K1.B1-A1:6,,PLC,BU
206,=V01+K1.B1-A1:6,,PLC,=A02+K1.B1-X20-X20.1F:11,,panel,BU
207,=A02+S1-A21-X1:12,,PLC,=A02+K1.B1-X20-X20.1M:12,,panel,RDBU
207,=A02+K1.B1-X20-X20.1M:12,,panel,=A02+S1-A21-X1:12,,PLC,RDBU
208,=A02+K1.B1-X20-X20.1F:12,,panel,=V01+K1.B1-A1:7,,PLC,BU
208,=V01+K1.B1-A1:7,,PLC,=A02+K1.B1-X20-X20.1F:12,,panel,BU
209,=V01+K1.B1-A3:6,,PLC,=A02+K1.B1-X20-X20.2F:12,,panel,BU
209,=A02+K1.B1-X20-X20.2F:12,,panel,=V01+K1.B1-A3:6,,PLC,BU
21,=A01+K1.H2-G1:PRI:PE,,panel,=A01+K1.H2-X1:PE:1,,panel,GNYE
21,=A01+K1.H2-X1:PE:1,,panel,=A01+K1.H2-G1:PRI:PE,,panel,GNYE
212,=A02+K1.B1-X20-X20.2F:11,,panel,=V01+K1.B1-W5(-P1):X1:3,,panel,BU
212,=V01+K1.B1-W5(-P1):X1:3,,panel,=A02+K1.B1-X20-X20.2F:11,,panel,BU
213,=Q15+K1.B1-A3:7,,PLC,=A02+K1.B1-X20-X20.2F:14,,panel,BU
213,=A02+K1.B1-X20-X20.2F:14,,panel,=Q15+K1.B1-A3:7,,PLC,BU
216,=A02+K1.B1-X20-X20.2F:13,,panel,=V01+K1.B1-W5(-P1):X1:3,,panel,BU
216,=V01+K1.B1-W5(-P1):X1:3,,panel,=A02+K1.B1-X20-X20.2F:13,,panel,BU
217,=A02+S1-A23-X1:1,,PLC,=A02+K1.B1-X20-X20.1M:16,,panel,WH
217,=A02+K1.B1-X20-X20.1M:16,,panel,=A02+S1-A23-X1:1,,PLC,WH
218,=A02+K1.B1-X20-X20.1F:16,,panel,=V01+K1.B1-A1:8,,PLC,BU
218,=V01+K1.B1-A1:8,,PLC,=A02+K1.B1-X20-X20.1F:16,,panel,BU
219,=A02+S1-A23-X1:2,,PLC,=A02+K1.B1-X20-X20.1M:17,,panel,BN
219,=A02+K1.B1-X20-X20.1M:17,,panel,=A02+S1-A23-X1:2,,PLC,BN
22,=A01+K1.H2-G1:PRI:1,,panel,=V01+K1.H2-Q2:T1,,panel,OG
22,=V01+K1.H2-Q2:T1,,panel,=A01+K1.H2-G1:PRI:1,,panel,OG
220,=A02+K1.B1-X20-X20.1F:17,,panel,=Q01+K1.B1-A1:9,,PLC,BU
220,=Q01+K1.B1-A1:9,,PLC,=A02+K1.B1-X20-X20.1F:17,,panel,BU
221,=A02+S1-A23-X1:3,,PLC,=A02+K1.B1-X20-X20.1M:18,,panel,GN
221,=A02+K1.B1-X20-X20.1M:18,,panel,=A02+S1-A23-X1:3,,PLC,GN
222,=A02+K1.B1-X20-X20.1F:18,,panel,=V01+K1.B1-A1:10,,PLC,BU
222,=V01+K1.B1-A1:10,,PLC,=A02+K1.B1-X20-X20.1F:18,,panel,BU
223,=A02+S1-A23-X1:4,,PLC,=A02+K1.B1-X20-X20.1M:19,,panel,YE
223,=A02+K1.B1-X20-X20.1M:19,,panel,=A02+S1-A23-X1:4,,PLC,YE
224,=A02+K1.B1-X20-X20.1F:19,,panel,=V01+K1.B1-A1:11,,PLC,BU
224,=V01+K1.B1-A1:11,,PLC,=A02+K1.B1-X20-X20.1F:19,,panel,BU
225,=A02+S1-A23-X1:5,,PLC,=A02+K1.B1-X20-X20.1M:20,,panel,GY
225,=A02+K1.B1-X20-X20.1M:20,,panel,=A02+S1-A23-X1:5,,PLC,GY
226,=A02+K1.B1-X20-X20.1F:20,,panel,=V01+K1.B1-A1:12,,PLC,BU
226,=V01+K1.B1-A1:12,,PLC,=A02+K1.B1-X20-X20.1F:20,,panel,BU
227,=A02+S1-A23-X1:6,,PLC,=A02+K1.B1-X20-X20.1M:21,,panel,PK
227,=A02+K1.B1-X20-X20.1M:21,,panel,=A02+S1-A23-X1:6,,PLC,PK
228,=A02+K1.B1-X20-X20.1F:21,,panel,=V01+K1.B1-A1:13,,PLC,BU
228,=V01+K1.B1-A1:13,,PLC,=A02+K1.B1-X20-X20.1F:21,,panel,BU
229,=A02+K1.B1-X20-X20.1M:22,,panel,=A02+S1-A23-X1:7,,PLC,BU
229,=A02+S1-A23-X1:7,,PLC,=A02+K1.B1-X20-X20.1M:22,,panel,BU
23,=A02+K1.B1-X20-X20.5F:20,,panel,=A01+K1.H2-G1:SEC:32,,panel,OG
23,=A01+K1.H2-G1:SEC:32,,panel,=A02+K1.B1-X20-X20.5F:20,,panel,OG
230,=A02+K1.B1-X20-X20.1F:22,,panel,=V01+K1.B1-A1:14,,PLC,BU
230,=V01+K1.B1-A1:14,,PLC,=A02+K1.B1-X20-X20.1F:22,,panel,BU
231,=A02+K1.B1-X20-X20.1M:23,,panel,=A02+S1-A23-X1:8,,PLC,RD
231,=A02+S1-A23-X1:8,,PLC,=A02+K1.B1-X20-X20.1M:23,,panel,RD
232,=A02+K1.B1-X20-X20.1F:23,,panel,=Q15+K1.B1-A1:15,,PLC,BU
232,=Q15+K1.B1-A1:15,,PLC,=A02+K1.B1-X20-X20.1F:23,,panel,BU
233,=A02+K1.B1-X20-X20.1M:24,,panel,=A02+S1-A23-X1:9,,PLC,BK
233,=A02+S1-A23-X1:9,,PLC,=A02+K1.B1-X20-X20.1M:24,,panel,BK
234,=A02+K1.B1-X20-X20.1F:24,,panel,=Q15+K1.B1-A1:16,,PLC,BU
234,=Q15+K1.B1-A1:16,,PLC,=A02+K1.B1-X20-X20.1F:24,,panel,BU
235,=A02+K1.B1-X20-X20.2M:1,,panel,=A02+S1-A23-X1:10,,PLC,VT
235,=A02+S1-A23-X1:10,,PLC,=A02+K1.B1-X20-X20.2M:1,,panel,VT
236,=A02+K1.B1-X20-X20.2F:1,,panel,=V01+K1.B1-A2:1,,PLC,BU
236,=V01+K1.B1-A2:1,,PLC,=A02+K1.B1-X20-X20.2F:1,,panel,BU
237,=A02+S1-A23-X1:11,,PLC,=A02+K1.B1-X20-X20.2M:2,,panel,GYPK
237,=A02+K1.B1-X20-X20.2M:2,,panel,=A02+S1-A23-X1:11,,PLC,GYPK
238,=A02+K1.B1-X20-X20.2F:2,,panel,=V01+K1.B1-A2:2,,PLC,BU
238,=V01+K1.B1-A2:2,,PLC,=A02+K1.B1-X20-X20.2F:2,,panel,BU
239,=A02+S1-A23-X1:12,,PLC,=A02+K1.B1-X20-X20.2M:3,,panel,RDBU
239,=A02+K1.B1-X20-X20.2M:3,,panel,=A02+S1-A23-X1:12,,PLC,RDBU
24,=A01+K1.H2-G1:PRI:2,,panel,=V01+K1.H2-Q2:T2,,panel,OG
24,=V01+K1.H2-Q2:T2,,panel,=A01+K1.H2-G1:PRI:2,,panel,OG
240,=A02+K1.B1-X20-X20.2F:3,,panel,=V01+K1.B1-A2:3,,PLC,BU
240,=V01+K1.B1-A2:3,,PLC,=A02+K1.B1-X20-X20.2F:3,,panel,BU
242,=A02+K1.B1-X20-X20.2F:15,,panel,=V01+K1.B1-A2:4,,PLC,BU
242,=V01+K1.B1-A2:4,,PLC,=A02+K1.B1-X20-X20.2F:15,,panel,BU
243,=Q15+K1.B1-A3:8,,PLC,=A02+K1.B1-X20-X20.2F:16,,panel,BU
243,=A02+K1.B1-X20-X20.2F:16,,panel,=Q15+K1.B1-A3:8,,PLC,BU
245,=A02+K1.B1-X20-X20.3F:1,,panel,=V01+K1.B1-A4:1,,PLC,BU
245,=V01+K1.B1-A4:1,,PLC,=A02+K1.B1-X20-X20.3F:1,,panel,BU
248,=V01+K1.B1-A4:2,,PLC,=A02+K1.B1-X20-X20.3F:2,,panel,BU
248,=A02+K1.B1-X20-X20.3F:2,,panel,=V01+K1.B1-A4:2,,PLC,BU
249,=A02+K1.B1-X20-X20.3F:3,,panel,=V01+K1.B1-A4:5,,PLC,BU
249,=V01+K1.B1-A4:5,,PLC,=A02+K1.B1-X20-X20.3F:3,,panel,BU
25,=A01+K1.H2-X1:5:3,,panel,=V01+K1.H2-Q2:T3,,panel,OG
25,=V01+K1.H2-Q2:T3,,panel,=A01+K1.H2-X1:5:3,,panel,OG
252,=V01+K1.B1-A4:6,,PLC,=A02+K1.B1-X20-X20.3F:4,,panel,BU
252,=A02+K1.B1-X20-X20.3F:4,,panel,=V01+K1.B1-A4:6,,PLC,BU
253,=A02+K1.B1-X21-X21.2M:12,,panel,=A02+K1.B1-X21-X21.2M:11,,panel,BU
